"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2023","88.85","88.60","89.87","87.70","15.80K","0.30%"
"08/16/2023","88.58","87.64","88.89","87.35","15.60K","1.97%"
"08/15/2023","86.87","88.23","88.60","86.70","13.02K","-1.23%"
"08/14/2023","87.95","86.57","88.13","86.00","13.26K","1.32%"
"08/11/2023","86.80","84.90","86.92","84.00","10.94K","2.66%"
"08/10/2023","84.55","84.24","85.21","83.03","12.82K","0.77%"
"08/09/2023","83.90","84.34","85.82","83.50","17.02K","-0.08%"
"08/08/2023","83.97","82.70","84.47","82.31","14.58K","1.61%"
"08/07/2023","82.64","83.55","84.56","82.56","13.37K","-0.92%"
"08/04/2023","83.41","84.99","85.63","83.30","11.73K","-1.18%"
"08/03/2023","84.41","83.23","85.80","83.10","16.35K","1.45%"
"08/02/2023","83.20","84.65","84.99","83.01","21.26K","-1.68%"
"08/01/2023","84.62","86.85","87.83","84.40","22.39K","-2.52%"
"07/31/2023","86.81","88.34","89.42","86.37","15.97K","-2.13%"
"07/28/2023","88.70","90.92","90.92","88.16","16.24K","-2.44%"
"07/27/2023","90.92","90.79","91.28","89.23","15.51K","0.17%"
"07/26/2023","90.77","92.32","93.50","90.34","16.55K","-1.70%"
"07/25/2023","92.34","91.25","92.52","91.14","14.27K","1.15%"
"07/24/2023","91.29","91.82","92.59","90.53","14.37K","-0.58%"
"07/21/2023","91.82","90.80","92.30","90.33","14.12K","1.08%"
"07/20/2023","90.84","88.95","91.24","88.75","17.57K","2.09%"
"07/19/2023","88.98","88.10","89.40","87.05","15.48K","0.91%"
"07/18/2023","88.18","86.78","88.32","86.25","14.99K","1.61%"
"07/17/2023","86.78","85.93","86.81","85.18","12.73K","0.50%"
"07/14/2023","86.35","85.82","87.65","85.82","10.62K","0.55%"
"07/13/2023","85.88","85.86","86.96","85.32","11.32K","0.06%"
"07/12/2023","85.83","87.03","88.32","85.68","15.76K","-1.40%"
"07/11/2023","87.05","86.34","87.22","85.11","15.21K","0.92%"
"07/10/2023","86.26","86.16","87.17","85.48","12.70K","0.13%"
"07/07/2023","86.15","86.05","87.85","85.83","12.12K","-0.16%"
"07/06/2023","86.29","85.70","86.45","85.33","14.12K","0.56%"
"07/05/2023","85.81","87.06","87.32","85.71","15.08K","-2.14%"
"07/04/2023","87.69","87.41","88.10","86.68","10.26K","0.13%"
"07/03/2023","87.58","89.12","89.83","87.18","13.06K","-2.22%"
"06/30/2023","89.57","88.10","89.61","87.11","12.88K","1.63%"
"06/29/2023","88.13","87.34","88.82","87.24","12.33K","-0.09%"
"06/28/2023","88.21","89.67","89.70","86.98","13.96K","-0.99%"
"06/27/2023","89.09","86.49","89.17","85.80","14.66K","3.01%"
"06/26/2023","86.49","87.69","89.65","85.89","16.58K","-1.21%"
"06/23/2023","87.55","90.90","90.90","87.55","14.05K","-3.74%"
"06/22/2023","90.95","90.20","91.20","88.33","18.31K","0.11%"
"06/21/2023","90.85","94.41","95.40","90.39","27.35K","-3.87%"
"06/20/2023","94.51","93.09","96.00","92.85","23.51K","1.37%"
"06/19/2023","93.23","91.70","93.65","90.30","15.15K","1.43%"
"06/16/2023","91.92","92.92","93.18","90.50","19.81K","-1.09%"
"06/15/2023","92.93","93.51","95.18","91.51","29.19K","-0.74%"
"06/14/2023","93.62","90.46","93.99","89.91","28.12K","3.20%"
"06/13/2023","90.72","88.00","91.03","86.91","30.35K","2.83%"
"06/12/2023","88.22","86.75","88.46","84.88","17.45K","2.41%"
"06/09/2023","86.14","83.75","87.30","83.50","17.41K","3.35%"
"06/08/2023","83.35","83.99","84.95","82.63","15.10K","-0.61%"
"06/07/2023","83.86","81.64","84.19","80.10","18.61K","2.72%"
"06/06/2023","81.64","83.00","83.48","80.28","17.91K","-1.47%"
"06/05/2023","82.86","79.05","83.25","78.01","23.97K","5.53%"
"06/02/2023","78.52","78.95","80.47","78.52","15.52K","-0.54%"
"06/01/2023","78.95","80.78","81.10","78.47","22.48K","-2.25%"
"05/31/2023","80.77","80.45","81.97","79.32","21.92K","0.49%"
"05/30/2023","80.38","83.05","83.34","80.36","24.55K","-3.16%"
"05/29/2023","83.00","83.01","84.46","82.67","4.74K","-0.16%"
"05/26/2023","83.13","82.75","83.37","81.94","14.76K","0.61%"
"05/25/2023","82.63","85.03","85.15","82.63","20.74K","-2.55%"
"05/24/2023","84.79","85.81","86.26","84.55","13.80K","-1.18%"
"05/23/2023","85.80","87.40","87.72","85.36","16.12K","-1.66%"
"05/22/2023","87.25","89.43","89.71","86.77","15.35K","-2.44%"
"05/19/2023","89.43","89.66","91.24","89.33","12.79K","-0.25%"
"05/18/2023","89.65","88.49","90.21","87.92","9.13K","1.83%"
"05/17/2023","88.04","88.77","89.75","87.55","11.44K","-1.00%"
"05/16/2023","88.93","87.14","89.20","86.66","13.11K","2.05%"
"05/15/2023","87.14","88.50","89.19","86.13","15.99K","-2.01%"
"05/12/2023","88.93","88.54","89.67","88.14","9.38K","0.41%"
"05/11/2023","88.57","89.22","90.12","87.68","16.42K","-0.55%"
"05/10/2023","89.06","87.69","89.75","87.20","16.36K","1.77%"
"05/09/2023","87.51","85.57","87.75","85.20","14.24K","2.24%"
"05/08/2023","85.59","85.00","85.99","84.50","6.33K","0.74%"
"05/05/2023","84.96","84.66","86.90","84.30","12.00K","0.54%"
"05/04/2023","84.50","85.29","85.71","83.25","17.53K","-0.76%"
"05/03/2023","85.15","89.00","89.35","84.00","24.91K","-3.81%"
"05/02/2023","88.52","85.66","90.82","85.42","21.01K","3.37%"
"05/01/2023","85.63","87.39","88.36","85.50","4.52K","-2.30%"
"04/28/2023","87.65","86.49","88.11","86.13","11.92K","1.12%"
"04/27/2023","86.68","85.94","87.90","85.40","18.54K","0.51%"
"04/26/2023","86.24","86.90","87.00","85.16","19.49K","-0.66%"
"04/25/2023","86.81","88.58","88.91","86.53","20.94K","-1.98%"
"04/24/2023","88.56","90.11","90.11","87.59","17.79K","-1.45%"
"04/21/2023","89.86","91.95","92.41","89.25","16.35K","-2.05%"
"04/20/2023","91.74","94.45","94.66","91.18","18.42K","-2.81%"
"04/19/2023","94.39","95.30","96.47","94.18","12.80K","-0.80%"
"04/18/2023","95.15","92.98","95.60","92.33","14.37K","2.41%"
"04/17/2023","92.91","94.14","94.75","92.16","11.40K","-1.28%"
"04/14/2023","94.11","94.39","94.99","93.16","11.55K","-0.30%"
"04/13/2023","94.39","96.15","96.50","93.10","14.93K","-1.95%"
"04/12/2023","96.27","97.53","98.21","95.09","16.89K","-1.23%"
"04/11/2023","97.47","96.75","98.43","96.72","12.46K","0.74%"
"04/06/2023","96.75","97.00","97.90","96.00","","-0.27%"
"04/05/2023","97.01","94.97","98.00","94.78","17.83K","2.14%"
"04/04/2023","94.98","96.00","97.35","94.63","15.77K","-1.06%"
"04/03/2023","96.00","91.75","96.16","91.69","15.34K","4.63%"
"03/31/2023","91.75","90.93","92.89","90.71","14.19K","1.05%"
"03/30/2023","90.80","90.43","91.76","89.55","15.57K","0.87%"
"03/29/2023","90.02","89.47","91.10","89.33","12.36K","0.69%"
"03/28/2023","89.40","87.62","90.56","87.62","15.63K","1.44%"
"03/27/2023","88.13","88.02","89.19","86.73","13.64K","3.20%"
"03/24/2023","85.40","89.96","91.02","84.18","1.11K","-5.30%"
"03/23/2023","90.18","87.45","90.40","87.45","1.51K","4.10%"
"03/22/2023","86.63","87.10","87.68","85.50","2.03K","-0.86%"
"03/21/2023","87.38","86.16","88.40","85.69","2.19K","2.58%"
"03/20/2023","85.18","83.70","86.00","82.13","2.39K","-0.46%"
"03/17/2023","85.57","85.68","87.07","83.43","0.64K","0.35%"
"03/16/2023","85.27","88.30","88.30","83.71","2.79K","-1.59%"
"03/15/2023","86.65","90.36","91.23","86.53","1.93K","-3.43%"
"03/14/2023","89.73","92.91","93.54","89.55","1.15K","-3.51%"
"03/13/2023","92.99","96.30","96.30","92.37","2.06K","-3.97%"
"03/10/2023","96.83","95.53","96.93","95.30","2.42K","1.50%"
"03/09/2023","95.40","95.75","96.64","93.86","1.56K","0.68%"
"03/08/2023","94.76","93.52","95.73","93.50","3.12K","2.04%"
"03/07/2023","92.87","91.12","93.59","91.11","1.28K","3.23%"
"03/06/2023","89.96","90.50","91.35","89.05","0.52K","0.77%"
"03/03/2023","89.27","90.00","90.17","88.47","0.71K","-0.92%"
"03/02/2023","90.10","94.77","95.00","89.87","0.40K","-3.94%"
"03/01/2023","93.80","96.10","96.26","93.52","0.39K","-2.17%"
"02/28/2023","95.88","96.90","97.20","95.88","1.01K","-1.05%"
"02/27/2023","96.90","95.64","96.94","95.31","0.55K","2.23%"
"02/24/2023","94.79","94.93","96.03","94.10","0.24K","1.01%"
"02/23/2023","93.84","93.47","94.98","93.26","0.80K","0.42%"
"02/22/2023","93.45","97.12","97.12","93.36","0.26K","-3.78%"
"02/21/2023","97.12","95.43","97.99","94.00","0.53K","2.11%"
"02/20/2023","95.11","94.63","96.70","93.96","0.68K","1.91%"
"02/17/2023","93.33","94.95","95.42","92.55","0.60K","-1.89%"
"02/16/2023","95.13","91.68","95.13","91.68","0.56K","3.96%"
"02/15/2023","91.51","88.51","91.58","88.10","2.06K","3.26%"
"02/14/2023","88.62","90.25","90.25","87.24","0.75K","-0.82%"
"02/13/2023","89.35","90.10","90.63","89.00","0.24K","-1.21%"
"02/10/2023","90.44","88.00","90.44","88.00","1.21K","2.20%"
"02/09/2023","88.49","87.60","89.92","87.23","0.53K","1.03%"
"02/08/2023","87.59","87.20","88.96","86.70","0.14K","-0.35%"
"02/07/2023","87.90","88.20","88.36","86.50","0.29K","-0.07%"
"02/06/2023","87.96","90.44","92.34","87.80","0.44K","-3.23%"
"02/03/2023","90.90","91.82","92.98","90.41","0.75K","0.28%"
"02/02/2023","90.65","92.80","93.96","89.23","1.06K","-2.16%"
"02/01/2023","92.65","90.00","94.26","90.00","0.61K","2.80%"
"01/31/2023","90.13","87.18","90.33","86.43","2.81K","3.35%"
"01/30/2023","87.21","87.05","87.56","85.84","1.54K","0.31%"
"01/27/2023","86.94","86.81","88.00","86.37","1.19K","0.15%"
"01/26/2023","86.81","82.19","86.90","81.65","0.95K","5.51%"
"01/25/2023","82.28","79.46","82.40","78.90","0.30K","3.34%"
"01/24/2023","79.62","81.93","82.21","79.10","0.65K","-2.67%"
"01/23/2023","81.80","82.59","83.32","81.70","0.44K","-0.97%"
"01/20/2023","82.60","81.92","82.72","81.01","0.84K","0.90%"
"01/19/2023","81.86","80.89","82.73","80.78","0.69K","0.54%"
"01/18/2023","81.42","76.90","81.42","76.85","1.03K","5.45%"
"01/17/2023","77.21","75.25","77.70","74.75","0.56K","2.85%"
"01/16/2023","75.07","76.80","76.98","75.07","0.73K","-2.76%"
"01/13/2023","77.20","77.49","78.00","75.82","0.48K","-0.72%"
"01/12/2023","77.76","76.73","77.90","76.25","0.11K","1.46%"
"01/11/2023","76.64","78.25","79.11","76.24","1.41K","-2.22%"
"01/10/2023","78.38","79.74","79.79","77.94","1.75K","-0.91%"
"01/09/2023","79.10","74.80","79.58","74.80","1.21K","4.70%"
"01/06/2023","75.55","76.00","77.33","75.00","0.43K","-0.91%"
"01/05/2023","76.24","75.35","77.43","74.85","0.84K","1.11%"
"01/04/2023","75.40","80.29","80.29","75.24","0.75K","-6.24%"
"01/03/2023","80.42","83.00","83.00","79.49","0.91K","-3.88%"
"01/02/2023","83.67","80.17","83.68","80.17","0.21K","5.38%"
"12/30/2022","79.40","82.00","82.80","78.23","1.80K","-3.59%"
"12/29/2022","82.36","83.85","83.85","81.87","0.47K","-2.10%"
"12/28/2022","84.13","86.02","86.02","83.85","0.90K","-2.27%"
"12/27/2022","86.08","85.92","88.50","85.55","0.30K","-0.89%"
"12/23/2022","86.85","87.46","88.05","86.08","0.33K","0.00%"
"12/22/2022","86.85","85.71","87.95","84.95","0.49K","1.46%"
"12/21/2022","85.60","86.22","86.22","84.25","1.74K","-1.46%"
"12/20/2022","86.87","84.60","88.02","83.85","0.73K","2.57%"
"12/19/2022","84.69","86.57","86.65","83.85","1.11K","1.21%"
"12/16/2022","83.68","85.24","86.33","83.07","14.70K","-1.78%"
"12/15/2022","85.20","86.19","87.64","85.00","19.65K","-1.15%"
"12/14/2022","86.19","88.44","89.40","84.76","24.19K","-3.15%"
"12/13/2022","88.99","90.15","90.15","87.16","21.22K","-0.91%"
"12/12/2022","89.81","87.50","90.41","87.40","17.50K","2.37%"
"12/09/2022","87.73","88.65","89.16","86.75","15.17K","-1.35%"
"12/08/2022","88.93","88.15","89.54","87.62","17.00K","0.84%"
"12/07/2022","88.19","88.29","88.67","86.13","20.68K","-0.47%"
"12/06/2022","88.61","87.13","89.48","86.00","19.77K","1.65%"
"12/05/2022","87.17","87.85","88.28","85.40","18.11K","-0.92%"
"12/02/2022","87.98","85.03","87.98","84.45","16.95K","3.65%"
"12/01/2022","84.88","84.63","88.69","83.91","22.09K","-0.02%"
"11/30/2022","84.90","81.12","85.25","80.81","26.55K","4.31%"
"11/29/2022","81.39","78.86","81.50","78.05","13.53K","3.56%"
"11/28/2022","78.59","78.92","79.00","76.92","17.25K","-0.48%"
"11/25/2022","78.97","78.71","79.76","78.10","11.48K","0.36%"
"11/24/2022","78.69","76.05","78.75","75.64","14.09K","3.72%"
"11/23/2022","75.87","74.07","76.88","73.61","14.45K","2.71%"
"11/22/2022","73.87","74.70","74.70","73.44","12.48K","-0.55%"
"11/21/2022","74.28","72.44","75.18","71.68","15.86K","2.50%"
"11/18/2022","72.47","72.38","73.99","71.95","19.32K","0.10%"
"11/17/2022","72.40","73.55","74.71","71.89","21.45K","-1.38%"
"11/16/2022","73.41","77.00","77.41","73.08","30.68K","-4.23%"
"11/15/2022","76.65","75.03","77.25","74.00","20.44K","1.89%"
"11/14/2022","75.23","75.69","76.00","74.59","20.13K","-0.80%"
"11/11/2022","75.84","73.33","76.54","73.05","20.33K","3.82%"
"11/10/2022","73.05","72.50","74.29","70.50","27.27K","0.40%"
"11/09/2022","72.76","76.06","76.94","72.55","37.96K","-4.34%"
"11/08/2022","76.06","77.75","77.79","75.55","22.83K","-1.85%"
"11/07/2022","77.49","76.36","78.20","75.54","17.48K","1.48%"
"11/04/2022","76.36","76.50","79.50","76.17","20.66K","0.10%"
"11/03/2022","76.28","76.63","78.20","75.36","26.29K","-0.55%"
"11/02/2022","76.70","77.16","78.57","76.08","13.91K","-0.03%"
"11/01/2022","76.72","79.78","80.69","75.69","20.00K","-4.06%"
"10/31/2022","79.97","81.77","82.00","78.15","13.80K","-1.53%"
"10/28/2022","81.21","80.27","82.58","80.01","18.87K","1.25%"
"10/27/2022","80.21","75.26","81.00","74.90","26.46K","5.83%"
"10/26/2022","75.79","77.25","78.87","74.90","22.98K","-1.71%"
"10/25/2022","77.11","72.41","77.80","71.99","31.49K","6.62%"
"10/24/2022","72.32","69.00","72.66","67.64","23.32K","5.24%"
"10/21/2022","68.72","66.71","69.42","66.66","12.84K","2.77%"
"10/20/2022","66.87","67.23","67.88","66.54","18.01K","-0.62%"
"10/19/2022","67.29","67.25","69.69","66.99","19.13K","-0.71%"
"10/18/2022","67.77","67.29","68.39","66.51","18.00K","0.39%"
"10/17/2022","67.51","68.01","68.63","66.26","16.57K","-0.75%"
"10/14/2022","68.02","68.72","69.00","67.12","13.34K","-1.19%"
"10/13/2022","68.84","66.37","69.50","65.75","26.08K","3.19%"
"10/12/2022","66.71","66.40","68.64","65.01","21.02K","0.56%"
"10/11/2022","66.34","66.90","67.40","65.65","16.72K","-0.64%"
"10/10/2022","66.77","68.98","69.40","65.71","17.06K","-4.41%"
"10/07/2022","69.85","69.20","70.39","67.63","15.42K","1.29%"
"10/06/2022","68.96","66.89","69.49","65.50","15.70K","2.82%"
"10/05/2022","67.07","67.72","71.36","66.54","19.79K","0.22%"
"10/04/2022","66.92","66.62","68.35","65.40","19.88K","1.49%"
"10/03/2022","65.94","66.55","66.73","64.25","14.31K","-1.18%"
"09/30/2022","66.73","64.86","68.66","64.86","16.14K","1.52%"
"09/29/2022","65.73","65.53","66.86","64.14","19.93K","0.89%"
"09/28/2022","65.15","67.80","68.27","64.37","24.12K","-4.13%"
"09/27/2022","67.96","70.33","71.10","67.37","16.53K","-3.37%"
"09/26/2022","70.33","65.15","71.95","64.10","20.57K","6.93%"
"09/23/2022","65.77","70.01","70.30","65.35","22.61K","-6.63%"
"09/22/2022","70.44","69.90","71.12","69.01","12.49K","0.93%"
"09/21/2022","69.79","71.79","71.79","69.10","16.73K","-1.90%"
"09/20/2022","71.14","70.55","73.00","70.26","14.61K","0.06%"
"09/19/2022","71.10","73.32","73.80","70.15","18.64K","-2.96%"
"09/16/2022","73.27","71.85","73.93","71.11","15.44K","1.98%"
"09/15/2022","71.85","72.38","72.55","70.00","27.11K","-0.95%"
"09/14/2022","72.54","70.49","73.80","68.41","21.27K","4.00%"
"09/13/2022","69.75","71.99","72.44","68.01","24.20K","-2.88%"
"09/12/2022","71.82","65.99","72.62","65.73","22.24K","8.69%"
"09/09/2022","66.08","67.05","67.95","65.55","19.89K","-1.73%"
"09/08/2022","67.24","69.31","69.31","66.00","24.73K","-2.59%"
"09/07/2022","69.03","69.51","71.11","68.00","28.87K","-1.22%"
"09/06/2022","69.88","74.00","74.71","69.20","36.85K","-6.14%"
"09/05/2022","74.45","77.49","77.49","73.70","29.61K","-4.42%"
"09/02/2022","77.89","80.75","81.22","77.45","19.11K","-3.59%"
"09/01/2022","80.79","80.41","81.35","77.45","28.26K","0.95%"
"08/31/2022","80.03","81.06","81.61","79.00","22.95K","-0.97%"
"08/30/2022","80.81","86.28","86.89","79.92","30.59K","-6.75%"
"08/29/2022","86.66","90.50","90.50","85.69","13.82K","-4.04%"
"08/26/2022","90.31","89.04","90.49","88.06","12.41K","1.12%"
"08/25/2022","89.31","89.20","90.66","87.20","15.31K","0.08%"
"08/24/2022","89.24","90.00","91.39","88.37","16.69K","-0.06%"
"08/23/2022","89.29","92.51","94.19","88.85","20.11K","-3.12%"
"08/22/2022","92.17","98.50","98.69","90.85","20.61K","-5.96%"
"08/19/2022","98.01","96.30","99.22","95.60","14.81K","2.05%"
"08/18/2022","96.04","96.25","97.49","92.70","19.87K","0.25%"
"08/17/2022","95.80","92.35","96.44","92.23","18.64K","4.04%"
"08/16/2022","92.08","90.07","92.66","90.07","18.19K","1.43%"
"08/15/2022","90.78","89.35","90.87","88.50","14.70K","2.15%"
"08/12/2022","88.87","86.90","89.25","86.82","16.55K","1.51%"
"08/11/2022","87.55","85.98","88.03","85.35","15.57K","1.90%"
"08/10/2022","85.92","85.50","86.30","84.25","14.48K","-0.01%"
"08/09/2022","85.93","84.18","86.08","83.95","12.99K","2.53%"
"08/08/2022","83.81","85.00","85.50","83.65","12.98K","-1.12%"
"08/05/2022","84.76","84.31","85.45","83.50","12.35K","0.68%"
"08/04/2022","84.19","83.60","84.85","83.28","17.59K","0.24%"
"08/03/2022","83.99","81.83","84.10","81.65","14.09K","2.49%"
"08/02/2022","81.95","80.15","82.25","79.64","19.58K","1.70%"
"08/01/2022","80.58","78.50","80.87","78.10","11.87K","2.58%"
"07/29/2022","78.55","78.96","79.50","77.54","18.60K","-0.52%"
"07/28/2022","78.96","76.25","80.12","76.07","16.57K","3.70%"
"07/27/2022","76.14","76.61","77.79","75.78","14.50K","-0.70%"
"07/26/2022","76.68","76.69","77.50","75.85","19.52K","0.41%"
"07/25/2022","76.37","76.12","78.42","75.49","22.15K","0.09%"
"07/22/2022","76.30","78.20","79.80","76.00","28.56K","-2.32%"
"07/21/2022","78.11","79.20","79.80","77.65","31.89K","-0.93%"
"07/20/2022","78.84","83.60","83.64","78.70","38.18K","-5.75%"
"07/19/2022","83.65","85.20","85.20","82.80","20.97K","-1.52%"
"07/18/2022","84.94","85.50","85.50","83.70","12.22K","-0.52%"
"07/15/2022","85.38","83.53","85.74","83.51","14.30K","1.68%"
"07/14/2022","83.97","84.10","84.79","83.26","14.52K","0.13%"
"07/13/2022","83.86","86.01","86.57","83.56","14.30K","-2.09%"
"07/12/2022","85.65","84.60","86.06","83.33","16.96K","1.53%"
"07/11/2022","84.36","82.77","84.62","82.70","11.90K","1.90%"
"07/08/2022","82.79","84.92","85.00","82.60","13.96K","-2.51%"
"07/07/2022","84.92","83.50","85.46","82.76","15.02K","2.04%"
"07/06/2022","83.22","82.98","84.64","82.70","13.94K","0.04%"
"07/05/2022","83.19","84.99","84.99","82.52","14.86K","-1.61%"
"07/04/2022","84.55","85.58","87.17","83.50","14.14K","-1.20%"
"07/01/2022","85.58","89.32","90.35","85.01","18.40K","-5.08%"
"06/30/2022","90.16","88.10","90.33","87.30","18.40K","2.05%"
"06/29/2022","88.35","87.42","90.13","87.11","20.93K","1.09%"
"06/28/2022","87.40","84.32","88.06","83.75","15.77K","2.76%"
"06/27/2022","85.05","84.00","85.74","83.00","15.67K","1.94%"
"06/24/2022","83.43","84.28","84.50","83.01","14.64K","-0.83%"
"06/23/2022","84.13","81.75","84.25","81.55","16.81K","2.75%"
"06/22/2022","81.88","84.50","84.83","81.20","21.27K","-3.36%"
"06/21/2022","84.73","84.33","85.43","83.54","14.00K","0.87%"
"06/20/2022","84.00","83.50","85.33","82.90","14.28K","1.98%"
"06/17/2022","82.37","82.90","84.18","81.80","14.47K","-0.76%"
"06/16/2022","83.00","86.20","86.90","82.15","17.93K","-3.71%"
"06/15/2022","86.20","83.76","86.98","83.16","18.14K","2.44%"
"06/14/2022","84.15","81.82","84.50","81.25","16.34K","3.20%"
"06/13/2022","81.54","82.10","82.24","79.81","16.78K","-0.39%"
"06/10/2022","81.86","81.09","82.80","80.15","14.89K","1.05%"
"06/09/2022","81.01","80.25","82.20","79.41","19.64K","1.50%"
"06/08/2022","79.81","80.92","81.98","79.10","27.95K","-1.84%"
"06/07/2022","81.31","82.25","82.93","80.63","18.47K","-0.15%"
"06/06/2022","81.43","87.21","87.21","81.23","16.41K","-6.26%"
"06/03/2022","86.87","86.34","87.33","85.99","4.57K","0.61%"
"06/02/2022","86.34","86.15","88.64","85.62","8.33K","0.30%"
"06/01/2022","86.08","84.22","87.64","83.81","13.34K","2.45%"
"05/31/2022","84.02","84.00","85.00","83.50","12.54K","0.06%"
"05/30/2022","83.97","84.36","85.05","83.09","11.27K","-0.27%"
"05/27/2022","84.20","84.87","85.33","83.45","12.45K","-0.66%"
"05/26/2022","84.76","81.15","85.21","81.11","23.61K","4.13%"
"05/25/2022","81.40","80.84","82.63","80.29","13.83K","0.10%"
"05/24/2022","81.32","78.12","82.66","77.38","19.83K","4.06%"
"05/23/2022","78.15","80.16","82.67","77.80","19.45K","-2.79%"
"05/20/2022","80.39","83.50","84.20","80.16","19.00K","-3.35%"
"05/19/2022","83.18","84.57","85.55","80.16","28.70K","-1.72%"
"05/18/2022","84.64","88.92","90.00","82.77","32.16K","-7.72%"
"05/17/2022","91.72","90.40","92.75","89.61","19.89K","2.41%"
"05/16/2022","89.56","87.70","90.35","87.63","14.99K","1.22%"
"05/13/2022","88.48","88.07","90.50","87.60","13.90K","0.25%"
"05/12/2022","88.26","88.58","89.05","86.71","22.74K","-0.64%"
"05/11/2022","88.83","87.51","90.04","81.90","30.32K","1.71%"
"05/10/2022","87.34","87.00","88.69","85.75","20.37K","0.37%"
"05/09/2022","87.02","91.37","92.22","86.52","29.90K","-4.94%"
"05/06/2022","91.54","89.27","92.45","88.40","23.56K","2.96%"
"05/05/2022","88.91","88.70","91.99","86.82","27.93K","0.68%"
"05/04/2022","88.31","88.15","89.32","85.97","24.45K","0.14%"
"05/03/2022","88.19","83.30","89.06","82.72","23.53K","6.20%"
"05/02/2022","83.04","83.59","84.90","82.44","10.84K","-1.67%"
"04/29/2022","84.45","82.97","85.84","82.29","16.07K","2.14%"
"04/28/2022","82.68","81.48","83.67","79.90","20.23K","2.06%"
"04/27/2022","81.01","81.25","81.94","78.80","22.30K","-2.06%"
"04/26/2022","82.71","84.58","85.25","81.95","22.85K","-0.90%"
"04/25/2022","83.46","88.09","88.32","82.30","24.04K","-6.21%"
"04/22/2022","88.99","85.99","89.89","85.75","22.33K","2.95%"
"04/21/2022","86.44","86.50","87.69","85.58","14.75K","-1.57%"
"04/20/2022","87.82","80.44","88.50","79.79","30.56K","9.50%"
"04/19/2022","80.20","80.14","80.95","79.52","18.38K","0.29%"
"04/14/2022","79.97","77.38","80.25","77.38","15.28K","3.27%"
"04/13/2022","77.44","79.17","79.17","77.23","15.19K","-1.99%"
"04/12/2022","79.01","77.65","79.29","76.85","16.03K","1.36%"
"04/11/2022","77.95","79.75","80.16","77.55","16.22K","-2.67%"
"04/08/2022","80.09","79.63","80.98","79.51","13.93K","0.19%"
"04/07/2022","79.94","77.17","80.40","76.34","19.50K","3.58%"
"04/06/2022","77.18","78.01","79.56","76.71","19.74K","-1.11%"
"04/05/2022","78.05","78.76","78.94","77.44","17.90K","-0.57%"
"04/04/2022","78.50","78.22","79.40","77.14","15.61K","0.01%"
"04/01/2022","78.49","77.00","79.88","76.34","16.91K","2.63%"
"03/31/2022","76.48","78.51","80.50","75.35","35.66K","-2.34%"
"03/30/2022","78.31","81.05","81.62","76.80","37.77K","-4.15%"
"03/29/2022","81.70","80.90","81.99","80.17","25.58K","1.10%"
"03/28/2022","80.81","78.70","81.99","77.87","22.02K","2.81%"
"03/25/2022","78.60","78.26","79.06","77.23","18.50K","0.46%"
"03/24/2022","78.24","76.62","79.24","75.90","16.43K","2.14%"
"03/23/2022","76.60","80.90","81.30","75.85","30.57K","-5.05%"
"03/22/2022","80.67","79.05","81.40","78.61","18.47K","2.91%"
"03/21/2022","78.39","78.72","79.74","77.52","13.94K","-0.63%"
"03/18/2022","78.89","80.00","80.00","78.32","19.04K","-1.25%"
"03/17/2022","79.89","79.18","80.19","76.32","23.82K","2.21%"
"03/16/2022","78.16","77.51","79.11","75.25","22.57K","0.94%"
"03/15/2022","77.43","77.00","79.15","75.01","24.73K","-1.09%"
"03/14/2022","78.28","76.00","81.50","75.81","19.37K","1.98%"
"03/11/2022","76.76","75.93","78.00","73.71","22.27K","0.46%"
"03/10/2022","76.41","72.53","76.68","69.52","32.70K","4.41%"
"03/09/2022","73.18","68.02","74.67","67.22","36.12K","6.82%"
"03/08/2022","68.51","57.40","69.29","56.50","38.50K","17.51%"
"03/07/2022","58.30","64.29","64.29","56.82","47.75K","-10.45%"
"03/04/2022","65.10","66.00","68.74","64.30","35.93K","-3.34%"
"03/03/2022","67.35","68.70","69.49","63.49","40.64K","-1.66%"
"03/02/2022","68.49","70.55","70.96","55.00","78.46K","-0.52%"
"03/01/2022","68.85","82.60","84.43","66.00","78.66K","-16.25%"
"02/28/2022","82.21","85.94","86.00","80.12","36.02K","-6.73%"
"02/25/2022","88.14","88.24","89.70","87.06","20.87K","1.28%"
"02/24/2022","87.03","95.00","95.00","86.15","49.74K","-8.46%"
"02/23/2022","95.07","89.79","95.56","89.54","30.15K","5.90%"
"02/22/2022","89.77","89.90","90.28","88.10","22.31K","0.10%"
"02/21/2022","89.68","89.07","90.95","88.02","19.95K","0.23%"
"02/18/2022","89.47","86.16","89.66","86.16","21.37K","3.51%"
"02/17/2022","86.44","89.84","90.45","85.80","31.59K","-3.81%"
"02/16/2022","89.86","90.29","91.21","87.77","31.05K","-1.40%"
"02/15/2022","91.14","91.48","92.75","90.31","26.15K","-0.68%"
"02/14/2022","91.76","93.70","94.00","89.90","23.37K","-1.20%"
"02/11/2022","92.87","90.50","93.38","88.50","24.98K","2.30%"
"02/10/2022","90.78","91.45","93.42","89.25","28.87K","-0.01%"
"02/09/2022","90.79","96.29","97.60","90.26","35.63K","-6.33%"
"02/08/2022","96.93","97.00","98.49","95.25","30.32K","0.24%"
"02/07/2022","96.70","96.62","96.80","93.70","24.30K","0.26%"
