date,power_price_eur_mwh,gas_price_eur_mwh,carbon_price_eur_t,fuel_cost_eur_mwh,carbon_cost_eur_mwh,css
2024-01-23,52.28,27.226999282836914,63.27,54.45399856567383,12.654000000000002,-14.827998565673829
2024-01-24,33.12,28.929000854492188,65.8,57.858001708984375,13.16,-37.89800170898438
2024-01-25,78.02,27.784000396728516,63.41,55.56800079345703,12.682,9.769999206542964
2024-01-26,59.23,28.07900047302246,63.1,56.15800094604492,12.620000000000001,-9.548000946044926
2024-01-29,81.03,28.173999786376953,61.77,56.347999572753906,12.354000000000001,12.328000427246094
2024-01-30,77.97,29.391000747680664,64.02,58.78200149536133,12.804,6.3839985046386705
2024-01-31,76,30.235000610351563,64.4,60.470001220703125,12.880000000000003,2.6499987792968724
2024-02-01,72.04,28.990999221801758,62.32,57.981998443603516,12.464,1.5940015563964902
2024-02-02,61.66,29.304000854492188,63.5,58.608001708984375,12.700000000000001,-9.64800170898438
2024-02-05,35.84,28.340999603271484,62.59,56.68199920654297,12.518,-33.359999206542966
2024-02-06,45.29,28.60700035095215,63.49,57.2140007019043,12.698,-24.622000701904298
2024-02-07,79.16,28.18600082397461,62.32,56.37200164794922,12.464,10.323998352050777
2024-02-08,88.7,27.812000274658203,60.71,55.624000549316406,12.142000000000001,20.933999450683594
2024-02-09,70.52,27.117000579833984,58.8,54.23400115966797,11.76,4.5259988403320275
2024-02-12,74.75,25.729000091552734,57.2,51.45800018310547,11.440000000000001,11.85199981689453
2024-02-13,72.23,25.43600082397461,56.65,50.87200164794922,11.33,10.027998352050785
2024-02-14,68.16,24.85700035095215,56.44,49.7140007019043,11.288,7.1579992980956995
2024-02-15,70.5,24.965999603271484,57.95,49.93199920654297,11.590000000000002,8.97800079345703
2024-02-16,61.06,24.82200050354004,57.11,49.64400100708008,11.422,-0.006001007080076448
2024-02-20,63.22,24.167999267578125,54.21,48.33599853515625,10.842,4.042001464843748
2024-02-21,57.57,23.976999282836914,54.51,47.95399856567383,10.902000000000001,-1.2859985656738289
2024-02-22,50.92,23.19300079345703,52.59,46.38600158691406,10.518,-5.9840015869140615
2024-02-23,43.74,22.93400001525879,52.51,45.86800003051758,10.502,-12.630000030517577
2024-02-26,66.27,24.009000778198242,53.83,48.018001556396484,10.766,7.485998443603512
2024-02-27,73.84,24.392000198364258,55.96,48.784000396728516,11.192,13.863999603271488
2024-02-28,71.82,25.618999481201172,57.21,51.237998962402344,11.442,9.14000103759765
2024-02-29,63.2,24.864999771118164,56.44,49.72999954223633,11.288,2.1820004577636745
